# log\Sigma_* (Msun/kpc^2), log\Sigma_SFR (Msun/yr/kpc^2)
7.767543859649122, -2.2532467532467537
7.802631578947368, -2.2346938775510203
7.844298245614034, -2.205009276437848
7.870614035087719, -2.14935064935065
7.901315789473684, -2.1345083487940633
7.947368421052631, -2.119666048237477
7.99780701754386, -2.1011131725417442
8.050438596491228, -2.1345083487940633
8.098684210526315, -2.1270871985157704
8.149122807017545, -2.14935064935065
8.133771929824562, -2.1975881261595553
8.149122807017545, -2.2532467532467537
8.116228070175438, -2.301484230055659
8.096491228070175, -2.3571428571428577
8.050438596491228, -2.38682745825603
8.041666666666666, -2.4016697588126164
8.035087719298245, -2.4573283858998147
8, -2.4907235621521338
7.980263157894736, -2.5018552875695734
7.969298245614035, -2.557513914656772
7.951754385964912, -2.5760667903525047
7.899122807017544, -2.5983302411873845
7.848684210526315, -2.6020408163265314
7.81798245614035, -2.650278293135436
7.800438596491228, -2.705936920222635
7.699561403508771, -2.7096474953617813
7.68640350877193, -2.705936920222635
7.671052631578947, -2.653988868274583
7.649122807017544, -2.6428571428571432
7.625, -2.6020408163265314
7.649122807017544, -2.5760667903525047
7.682017543859649, -2.553803339517626
7.646929824561403, -2.512987012987013
7.633771929824562, -2.5055658627087203
7.614035087719298, -2.4536178107606683
7.697368421052631, -2.353432282003711
7.754385964912281, -2.353432282003711
7.760964912280701, -2.301484230055659
7.767543859649122, -2.2532467532467537


