# log\Sigma_* (Msun/kpc^2), log\Sigma_SFR (Msun/yr/kpc^2)
7.460300480197784, -2.623325201880793
7.4834367422621595, -2.6566804598163487
7.506573004326534, -2.717948067488771
7.53651404935102, -2.7282058560170697
7.566455094375505, -2.7499774888118256
7.596396139399991, -2.7809601970197475
7.626337184424475, -2.7864031052184366
7.656278229448961, -2.788705874071728
7.686219274473446, -2.801685116699371
7.716160319497932, -2.80356920030661
7.746101364522417, -2.7949861527625233
7.7760424095469025, -2.7920553560401524
7.805983454571388, -2.779494798658562
7.835924499595873, -2.738044959299315
7.865865544620358, -2.7175293822427182
7.8958065896448435, -2.7148079281433732
7.925747634669329, -2.6907335264953263
7.955688679693814, -2.6457248625446286
7.985629724718299, -2.6015954376106425
8.015570769742785, -2.576013769076804
8.04551181476727, -2.5473338297221737
8.075452859791756, -2.517397834629384
8.105393904816241, -2.475110624778031
8.135334949840725, -2.4355448690260224
8.165275994865212, -2.401840706718756
8.193856083297675, -2.3670688970340543
8.222436171730138, -2.2915171443837905
8.2510162601626, -2.2604506991266575
8.259181999714734, -2.1335681353102958
8.267801391464207, -2.19842945801134
8.23604573765036, -2.0993406164454633
8.206104692625873, -2.0559369126046354
8.253284521149304, -2.0172783082190753
8.255099129938667, -1.9481952426203302
8.2632648694908, -1.9827367754197027
8.233323824466314, -1.9098855426064807
8.20338277944183, -1.8895793081729102
8.173441734417343, -1.9021398655545
8.143500689392859, -1.9216087294959645
8.113559644368372, -1.9119789688367455
8.083618599343888, -1.906745403261083
8.053677554319403, -1.9098855426064807
8.023736509294917, -1.9205620163808321
7.993795464270432, -1.9343786295005811
7.963854419245947, -1.9521727524578338
7.933913374221461, -1.9764564967289076
7.903972329196976, -1.9900637672256303
7.87403128417249, -2.0189530492032874
7.844090239148005, -2.0593561754474017
7.8141491941235195, -2.0901295410322973
7.784208149099035, -2.111482488581
7.754267104074549, -2.1175534246487686
7.724326059050064, -2.1127385443191593
7.6943850140255785, -2.120902906617193
7.671248751961204, -2.1765531539050706
7.648112489896828, -2.2182472263245154
7.618171444872344, -2.2521607312548086
7.593674226215946, -2.2992030092577633
7.578703703703703, -2.3621179439994773
7.559650311415394, -2.4087490132786304
7.531070222982931, -2.446221342800374
7.501582830155787, -2.495294742681503
7.490241525222269, -2.572734067982722
7.460300480197784, -2.623325201880793

