# log\Sigma_* (Msun/kpc^2), log\Sigma_SFR (Msun/yr/kpc^2)
7.3355263157894735, -2.7022263450834885
7.3618421052631575, -2.746753246753247
7.396929824561403, -2.783858998144713
7.451754385964912, -2.798701298701299
7.462719298245614, -2.8543599257884975
7.495614035087719, -2.8766233766233773
7.550438596491228, -2.8877551020408165
7.565789473684211, -2.9063079777365495
7.598684210526315, -2.921150278293136
7.644736842105263, -2.902597402597403
7.651315789473684, -2.89517625231911
7.6798245614035086, -2.9063079777365495
7.69298245614035, -2.9582560296846014
7.701754385964912, -2.9582560296846014
7.743421052631579, -2.9100185528756963
7.800438596491228, -2.8729128014842304
7.848684210526315, -2.858070500927644
7.864035087719298, -2.8024118738404455
7.951754385964912, -2.746753246753247
8.00438596491228, -2.705936920222635
8.050438596491228, -2.63543599257885
8.098684210526315, -2.5983302411873845
8.12280701754386, -2.557513914656772
8.179824561403509, -2.509276437847867
8.208333333333332, -2.4573283858998147
8.228070175438596, -2.4053803339517628
8.25438596491228, -2.3571428571428577
8.302631578947368, -2.2977736549165124
8.335526315789473, -2.249536178107607
8.350877192982455, -2.2346938775510203
8.357456140350877, -2.2012987012987013
8.359649122807017, -2.1530612244897966
8.337719298245613, -2.1011131725417442
8.348684210526315, -2.078849721706865
8.401315789473683, -2.075139146567718
8.414473684210526, -2.0491651205936923
8.410087719298245, -1.9972170686456405
8.421052631578947, -1.9526901669758816
8.399122807017543, -1.9341372912801487
8.350877192982455, -1.9489795918367352
8.385964912280702, -1.904452690166976
8.385964912280702, -1.8525046382189243
8.399122807017543, -1.8487940630797777
8.418859649122806, -1.8005565862708723
8.399122807017543, -1.7708719851577
8.348684210526315, -1.7486085343228206
8.300438596491228, -1.7745825602968464
8.280701754385964, -1.752319109461967
8.280701754385964, -1.700371057513915
8.25, -1.6595547309833028
8.19736842105263, -1.681818181818182
8.151315789473683, -1.7300556586270877
8.098684210526315, -1.7263450834879408
8.083333333333332, -1.7040816326530615
8.050438596491228, -1.692949907235622
7.923245614035087, -1.8005565862708723
7.9298245614035086, -1.8487940630797777
7.901315789473684, -1.8673469387755106
7.848684210526315, -1.8747680890538037
7.796052631578947, -1.9007421150278296
7.787280701754385, -1.9526901669758816
7.74780701754386, -1.9860853432282006
7.703947368421052, -1.9526901669758816
7.6951754385964914, -1.9526901669758816
7.662280701754385, -2.000927643784787
7.664473684210526, -2.0491651205936923
7.62719298245614, -2.1011131725417442
7.603070175438596, -2.208719851576995
7.548245614035087, -2.216141001855288
7.517543859649122, -2.2569573283859
7.49780701754386, -2.2903525046382196
7.414473684210526, -2.3571428571428577
7.379385964912281, -2.4016697588126164
7.401315789473684, -2.4536178107606683
7.348684210526315, -2.5018552875695734
7.3355263157894735, -2.553803339517626
7.348684210526315, -2.5723562152133583
7.392543859649122, -2.6020408163265314
7.348684210526315, -2.6391465677179964
7.337719298245614, -2.653988868274583
7.3355263157894735, -2.7022263450834885

